predict,actual,fold
1.91E-02,0.00E+00,1
1.70E-02,0.00E+00,1
6.38E-04,0.00E+00,1
9.35E-01,1.00E+00,1
9.32E-01,1.00E+00,1
8.80E-01,1.00E+00,1
9.87E-01,1.00E+00,1
3.44E-01,1.00E+00,1
8.46E-01,1.00E+00,1
3.38E-02,1.00E+00,1
1.72E-03,1.00E+00,1
4.35E-02,1.00E+00,1
9.88E-01,1.00E+00,1
2.64E-01,1.00E+00,1
9.31E-01,1.00E+00,1
3.04E-01,1.00E+00,1
5.82E-04,0.00E+00,1
2.25E-01,1.00E+00,1
1.35E-01,1.00E+00,1
4.06E-01,1.00E+00,1
1.41E-02,1.00E+00,1
9.97E-01,1.00E+00,1
3.18E-02,1.00E+00,1
1.13E-01,1.00E+00,1
6.35E-01,1.00E+00,1
3.43E-02,1.00E+00,1
7.86E-04,0.00E+00,1
6.65E-04,0.00E+00,1
8.06E-02,1.00E+00,1
6.27E-04,0.00E+00,1
1.40E-03,0.00E+00,1
7.50E-03,0.00E+00,1
5.64E-04,0.00E+00,1
7.75E-04,0.00E+00,1
5.42E-04,0.00E+00,1
1.57E-02,0.00E+00,1
1.44E-03,0.00E+00,1
2.93E-01,1.00E+00,1
6.23E-04,0.00E+00,1
6.09E-04,0.00E+00,1
5.89E-04,0.00E+00,1
2.94E-02,0.00E+00,1
5.76E-04,0.00E+00,1
8.92E-01,1.00E+00,1
9.23E-04,0.00E+00,1
1.11E-03,0.00E+00,1
6.12E-04,0.00E+00,1
6.98E-04,0.00E+00,1
4.72E-03,0.00E+00,1
6.44E-04,0.00E+00,1
2.57E-03,0.00E+00,1
2.60E-03,0.00E+00,1
7.50E-01,1.00E+00,1
1.53E-02,0.00E+00,1
5.21E-01,1.00E+00,1
1.56E-02,0.00E+00,1
4.03E-01,0.00E+00,1
5.47E-02,0.00E+00,1
4.74E-03,0.00E+00,1
3.95E-03,0.00E+00,1
2.04E-02,0.00E+00,1
5.48E-01,1.00E+00,1
1.50E-02,0.00E+00,1
1.93E-01,0.00E+00,1
1.04E-01,0.00E+00,1
9.37E-01,1.00E+00,1
6.85E-01,1.00E+00,1
2.46E-02,0.00E+00,1
3.14E-02,0.00E+00,1
8.14E-01,1.00E+00,1
1.51E-02,0.00E+00,1
1.10E-01,0.00E+00,1
6.17E-03,0.00E+00,1
3.24E-03,0.00E+00,1
1.29E-01,0.00E+00,1
1.35E-03,0.00E+00,1
1.44E-03,0.00E+00,1
2.23E-03,0.00E+00,1
1.26E-02,0.00E+00,1
2.51E-01,1.00E+00,1
4.72E-01,0.00E+00,1
1.47E-02,0.00E+00,1
5.66E-03,0.00E+00,1
6.75E-04,0.00E+00,1
6.18E-04,0.00E+00,1
9.96E-02,0.00E+00,1
1.15E-02,0.00E+00,1
2.68E-03,0.00E+00,1
8.60E-04,0.00E+00,1
1.72E-02,0.00E+00,1
3.07E-03,0.00E+00,1
6.05E-03,0.00E+00,1
1.60E-02,0.00E+00,1
6.67E-01,1.00E+00,1
1.50E-02,0.00E+00,1
9.87E-01,1.00E+00,1
3.65E-02,0.00E+00,1
2.59E-01,1.00E+00,1
4.87E-01,0.00E+00,1
4.47E-01,1.00E+00,1
5.41E-01,1.00E+00,1
4.97E-01,1.00E+00,1
9.00E-01,1.00E+00,1
7.05E-01,1.00E+00,1
8.77E-01,1.00E+00,1
2.79E-02,0.00E+00,1
1.03E-01,0.00E+00,1
5.12E-01,1.00E+00,1
3.85E-03,1.00E+00,1
3.24E-03,0.00E+00,1
2.46E-03,0.00E+00,1
1.07E-03,0.00E+00,1
6.89E-04,0.00E+00,1
1.51E-03,1.00E+00,1
1.69E-03,0.00E+00,1
5.84E-04,0.00E+00,1
6.73E-04,0.00E+00,1
5.71E-04,0.00E+00,1
6.68E-04,0.00E+00,1
7.33E-04,0.00E+00,1
2.93E-03,0.00E+00,1
7.12E-04,0.00E+00,1
6.37E-04,0.00E+00,1
6.83E-04,0.00E+00,1
5.58E-04,0.00E+00,1
5.60E-04,0.00E+00,1
7.08E-04,0.00E+00,1
6.39E-04,0.00E+00,1
6.39E-04,0.00E+00,1
6.71E-02,0.00E+00,1
2.76E-03,0.00E+00,1
1.82E-03,0.00E+00,1
3.27E-03,0.00E+00,1
1.10E-02,0.00E+00,1
9.03E-03,0.00E+00,1
2.45E-03,0.00E+00,1
1.86E-03,0.00E+00,1
1.89E-03,0.00E+00,1
2.20E-03,0.00E+00,1
7.17E-04,0.00E+00,1
9.72E-04,0.00E+00,1
6.67E-04,0.00E+00,1
6.92E-04,0.00E+00,1
4.66E-03,0.00E+00,1
1.71E-02,0.00E+00,1
3.45E-03,0.00E+00,1
5.33E-01,1.00E+00,1
2.21E-03,0.00E+00,1
2.84E-01,1.00E+00,1
1.04E-02,0.00E+00,1
8.36E-03,0.00E+00,1
1.46E-01,1.00E+00,1
1.63E-02,0.00E+00,1
1.63E-02,0.00E+00,1
4.78E-03,0.00E+00,1
1.66E-02,0.00E+00,1
1.50E-03,0.00E+00,1
3.31E-02,0.00E+00,1
1.43E-03,0.00E+00,1
1.64E-03,0.00E+00,1
8.17E-03,0.00E+00,1
2.62E-03,0.00E+00,1
1.76E-02,0.00E+00,1
2.98E-02,0.00E+00,1
6.07E-04,0.00E+00,1
6.96E-04,0.00E+00,1
6.50E-04,0.00E+00,1
6.29E-04,0.00E+00,1
5.83E-04,0.00E+00,1
7.01E-04,0.00E+00,1
6.65E-04,0.00E+00,1
5.64E-04,0.00E+00,1
6.11E-04,0.00E+00,1
9.42E-04,0.00E+00,1
2.37E-03,0.00E+00,1
6.43E-04,0.00E+00,1
8.12E-04,0.00E+00,1
5.75E-04,0.00E+00,1
5.95E-04,0.00E+00,1
6.37E-04,0.00E+00,1
5.01E-04,0.00E+00,1
6.76E-04,0.00E+00,1
6.23E-04,0.00E+00,1
6.13E-04,0.00E+00,1
2.41E-03,0.00E+00,1
7.35E-04,0.00E+00,1
2.89E-03,0.00E+00,1
6.49E-04,0.00E+00,1
5.40E-04,0.00E+00,1
5.63E-04,0.00E+00,1
6.99E-04,0.00E+00,1
5.73E-04,0.00E+00,1
5.32E-03,0.00E+00,1
7.19E-04,0.00E+00,1
6.80E-04,0.00E+00,1
3.04E-03,0.00E+00,1
6.46E-04,0.00E+00,1
7.91E-03,0.00E+00,1
1.37E-03,0.00E+00,1
1.30E-03,0.00E+00,1
1.37E-03,0.00E+00,1
5.93E-04,0.00E+00,1
5.48E-04,0.00E+00,1
4.61E-03,0.00E+00,1
7.91E-04,0.00E+00,1
1.17E-03,0.00E+00,1
1.06E-03,0.00E+00,1
1.79E-03,0.00E+00,1
1.89E-03,0.00E+00,1
7.26E-04,0.00E+00,1
1.04E-03,0.00E+00,1
5.76E-04,0.00E+00,1
4.73E-03,0.00E+00,1
6.28E-04,0.00E+00,1
1.73E-03,0.00E+00,1
1.56E-03,0.00E+00,1
1.84E-03,0.00E+00,1
6.96E-04,0.00E+00,1
6.51E-04,0.00E+00,1
3.33E-03,0.00E+00,1
1.04E-03,0.00E+00,1
4.31E-03,0.00E+00,1
5.83E-04,0.00E+00,1
6.26E-04,0.00E+00,1
2.02E-03,0.00E+00,1
2.19E-02,0.00E+00,1
5.57E-04,0.00E+00,1
5.96E-04,0.00E+00,1
7.63E-04,0.00E+00,1
6.37E-04,0.00E+00,1
6.60E-04,0.00E+00,1
6.80E-04,0.00E+00,1
1.56E-02,0.00E+00,1
8.89E-04,0.00E+00,1
6.61E-04,0.00E+00,1
6.34E-03,0.00E+00,1
9.53E-03,0.00E+00,1
1.80E-01,0.00E+00,1
1.91E-02,0.00E+00,1
1.94E-02,0.00E+00,1
3.00E-03,0.00E+00,1
8.19E-03,0.00E+00,1
2.62E-03,0.00E+00,1
6.23E-04,0.00E+00,1
7.38E-04,0.00E+00,1
8.00E-03,0.00E+00,1
1.12E-02,0.00E+00,1
6.08E-03,0.00E+00,1
6.98E-03,0.00E+00,1
7.04E-04,0.00E+00,1
5.19E-03,0.00E+00,1
5.47E-04,0.00E+00,1
1.64E-01,1.00E+00,1
7.70E-04,0.00E+00,1
6.26E-04,0.00E+00,1
3.80E-03,0.00E+00,1
9.94E-04,0.00E+00,1
6.93E-01,1.00E+00,1
6.83E-04,0.00E+00,1
6.03E-03,0.00E+00,1
5.77E-04,0.00E+00,1
2.89E-02,0.00E+00,1
6.30E-04,0.00E+00,1
1.01E-03,0.00E+00,1
8.35E-04,0.00E+00,1
5.03E-04,0.00E+00,1
1.42E-02,0.00E+00,1
5.48E-04,0.00E+00,1
7.21E-04,0.00E+00,1
6.33E-04,0.00E+00,1
1.38E-02,0.00E+00,1
2.91E-02,0.00E+00,1
2.71E-03,0.00E+00,1
6.84E-04,0.00E+00,1
1.40E-03,0.00E+00,1
8.78E-03,0.00E+00,1
1.71E-02,0.00E+00,1
4.79E-03,0.00E+00,1
7.02E-03,0.00E+00,1
2.03E-03,0.00E+00,1
6.46E-01,1.00E+00,1
2.56E-02,0.00E+00,1
1.87E-03,0.00E+00,1
4.04E-03,0.00E+00,1
5.60E-03,0.00E+00,1
1.15E-02,0.00E+00,1
3.71E-03,0.00E+00,1
1.20E-02,0.00E+00,1
2.39E-03,0.00E+00,1
6.92E-04,0.00E+00,1
2.70E-02,0.00E+00,1
1.27E-02,0.00E+00,1
1.04E-02,0.00E+00,1
3.52E-03,0.00E+00,1
7.57E-03,0.00E+00,1
6.53E-04,0.00E+00,1
1.04E-03,0.00E+00,1
7.26E-04,0.00E+00,1
1.75E-03,0.00E+00,1
1.08E-02,0.00E+00,1
2.48E-03,0.00E+00,1
1.26E-03,0.00E+00,1
1.25E-02,0.00E+00,1
2.10E-01,0.00E+00,1
1.26E-02,0.00E+00,1
1.53E-01,0.00E+00,1
8.56E-01,1.00E+00,1
8.98E-03,0.00E+00,1
1.44E-02,0.00E+00,1
4.56E-01,0.00E+00,1
1.55E-02,0.00E+00,1
1.06E-02,0.00E+00,1
6.12E-03,0.00E+00,1
2.70E-02,0.00E+00,1
6.05E-04,0.00E+00,1
3.14E-01,0.00E+00,1
4.13E-03,0.00E+00,1
1.77E-02,0.00E+00,1
3.46E-02,0.00E+00,1
1.64E-03,0.00E+00,1
1.26E-03,0.00E+00,1
1.41E-01,0.00E+00,1
2.98E-03,0.00E+00,1
9.87E-03,0.00E+00,1
1.65E-02,0.00E+00,1
1.63E-02,0.00E+00,1
2.20E-01,0.00E+00,1
1.75E-02,0.00E+00,1
7.77E-03,0.00E+00,1
5.21E-03,0.00E+00,1
2.27E-01,0.00E+00,1
9.58E-01,1.00E+00,1
1.42E-02,0.00E+00,1
4.57E-03,0.00E+00,1
1.35E-01,0.00E+00,1
1.64E-02,0.00E+00,1
2.27E-02,0.00E+00,1
7.14E-03,0.00E+00,1
8.78E-03,0.00E+00,1
2.89E-02,0.00E+00,1
2.00E-01,0.00E+00,1
1.96E-02,0.00E+00,1
1.72E-03,0.00E+00,1
6.52E-02,0.00E+00,1
3.38E-03,0.00E+00,1
5.01E-03,0.00E+00,1
7.35E-03,0.00E+00,1
4.75E-01,1.00E+00,1
1.03E-02,0.00E+00,1
4.65E-03,0.00E+00,1
6.54E-04,0.00E+00,1
1.07E-02,1.00E+00,1
5.83E-04,0.00E+00,1
3.33E-03,0.00E+00,1
6.38E-04,0.00E+00,1
1.27E-01,1.00E+00,1
7.13E-04,0.00E+00,1
9.32E-03,1.00E+00,1
6.59E-04,0.00E+00,1
6.61E-04,0.00E+00,1
1.17E-03,0.00E+00,1
6.32E-03,0.00E+00,1
6.34E-04,0.00E+00,1
6.36E-04,0.00E+00,1
6.75E-04,0.00E+00,1
8.47E-04,0.00E+00,1
2.65E-03,0.00E+00,1
2.32E-03,0.00E+00,1
9.61E-04,0.00E+00,1
1.05E-03,0.00E+00,1
1.02E-03,0.00E+00,1
4.44E-03,0.00E+00,1
6.83E-04,0.00E+00,1
5.99E-04,0.00E+00,1
1.52E-03,0.00E+00,1
2.22E-01,1.00E+00,1
6.46E-04,0.00E+00,1
2.90E-02,1.00E+00,1
2.84E-03,0.00E+00,1
1.36E-03,0.00E+00,1
2.13E-03,0.00E+00,1
2.54E-02,0.00E+00,1
5.34E-03,0.00E+00,1
1.32E-03,0.00E+00,1
6.47E-04,0.00E+00,1
1.30E-03,0.00E+00,1
2.11E-03,0.00E+00,1
1.86E-02,0.00E+00,1
3.48E-01,1.00E+00,1
5.20E-04,0.00E+00,1
2.00E-03,0.00E+00,1
5.27E-03,0.00E+00,1
8.74E-04,0.00E+00,1
1.09E-03,0.00E+00,1
6.42E-04,0.00E+00,1
5.86E-04,0.00E+00,1
6.24E-04,0.00E+00,1
5.36E-04,0.00E+00,1
5.79E-04,0.00E+00,1
7.07E-04,0.00E+00,1
5.40E-04,0.00E+00,1
6.39E-04,0.00E+00,1
7.08E-04,0.00E+00,1
5.61E-04,0.00E+00,1
6.49E-04,0.00E+00,1
6.44E-04,0.00E+00,1
2.94E-03,0.00E+00,1
6.00E-04,0.00E+00,1
6.37E-04,0.00E+00,1
5.29E-04,0.00E+00,1
5.62E-04,0.00E+00,1
5.86E-04,0.00E+00,1
4.52E-04,0.00E+00,1
5.95E-04,0.00E+00,1
6.22E-04,0.00E+00,1
5.49E-04,0.00E+00,1
6.49E-04,0.00E+00,1
2.13E-03,0.00E+00,1
6.05E-04,0.00E+00,1
7.71E-04,0.00E+00,1
4.92E-04,0.00E+00,1
6.25E-04,0.00E+00,1
6.06E-04,0.00E+00,1
5.54E-04,0.00E+00,1
6.23E-04,0.00E+00,1
6.05E-04,0.00E+00,1
6.43E-04,0.00E+00,1
6.17E-04,0.00E+00,1
5.40E-04,0.00E+00,1
6.71E-04,0.00E+00,1
6.67E-04,0.00E+00,1
1.11E-03,0.00E+00,1
5.82E-04,0.00E+00,1
5.35E-04,0.00E+00,1
3.02E-03,0.00E+00,1
8.53E-04,0.00E+00,1
1.24E-03,0.00E+00,1
1.52E-02,0.00E+00,1
3.49E-03,0.00E+00,1
1.21E-03,0.00E+00,1
4.73E-03,0.00E+00,1
2.89E-02,0.00E+00,1
1.51E-02,0.00E+00,1
2.16E-03,0.00E+00,1
7.45E-04,0.00E+00,1
6.24E-02,1.00E+00,1
8.00E-01,1.00E+00,1
2.78E-02,0.00E+00,1
2.86E-03,0.00E+00,1
2.65E-02,1.00E+00,1
2.06E-03,0.00E+00,1
3.10E-02,0.00E+00,1
1.49E-02,0.00E+00,1
3.35E-02,0.00E+00,1
2.15E-02,0.00E+00,1
5.36E-02,0.00E+00,1
2.55E-02,0.00E+00,1
8.76E-01,1.00E+00,1
8.04E-01,1.00E+00,1
3.18E-01,0.00E+00,1
9.84E-01,1.00E+00,1
8.91E-01,1.00E+00,1
9.00E-01,1.00E+00,1
1.54E-02,0.00E+00,1
3.34E-02,0.00E+00,1
5.70E-03,0.00E+00,1
9.98E-01,1.00E+00,1
9.93E-01,1.00E+00,1
9.95E-01,1.00E+00,1
4.16E-02,0.00E+00,1
3.04E-01,0.00E+00,1
4.66E-01,1.00E+00,1
2.38E-01,1.00E+00,1
9.98E-01,1.00E+00,1
5.64E-01,1.00E+00,1
9.00E-01,1.00E+00,1
5.35E-01,1.00E+00,1
3.37E-01,0.00E+00,1
9.96E-01,1.00E+00,1
6.98E-03,1.00E+00,1
1.08E-01,0.00E+00,1
1.01E-01,1.00E+00,1
6.68E-01,1.00E+00,1
5.59E-01,1.00E+00,1
2.56E-01,0.00E+00,1
5.65E-01,1.00E+00,1
7.76E-04,0.00E+00,1
1.38E-01,1.00E+00,1
1.97E-01,1.00E+00,1
2.97E-02,1.00E+00,1
1.48E-02,1.00E+00,1
9.50E-04,0.00E+00,1
6.59E-01,1.00E+00,1
2.18E-03,1.00E+00,1
1.71E-01,1.00E+00,1
6.65E-01,1.00E+00,1
5.25E-02,0.00E+00,1
1.59E-02,0.00E+00,1
4.02E-01,0.00E+00,1
9.95E-03,0.00E+00,1
2.97E-02,0.00E+00,1
2.85E-02,0.00E+00,1
1.22E-02,0.00E+00,1
4.21E-03,0.00E+00,1
1.41E-01,0.00E+00,1
1.02E-02,0.00E+00,1
7.29E-04,0.00E+00,1
9.25E-01,1.00E+00,1
3.01E-03,0.00E+00,1
8.47E-04,0.00E+00,1
6.84E-04,0.00E+00,1
6.46E-04,0.00E+00,1
6.47E-04,0.00E+00,1
6.67E-04,0.00E+00,1
9.94E-01,1.00E+00,1
6.63E-04,0.00E+00,1
6.82E-04,0.00E+00,1
1.16E-02,0.00E+00,1
4.07E-03,0.00E+00,1
1.54E-03,0.00E+00,1
9.14E-03,0.00E+00,1
1.21E-03,0.00E+00,1
5.00E-03,0.00E+00,1
1.21E-02,0.00E+00,1
1.11E-03,0.00E+00,1
2.69E-03,0.00E+00,1
1.46E-03,0.00E+00,1
2.88E-02,0.00E+00,1
3.51E-03,0.00E+00,1
2.03E-03,0.00E+00,1
1.29E-02,0.00E+00,1
6.16E-03,0.00E+00,1
4.43E-03,0.00E+00,1
1.02E-03,0.00E+00,1
5.52E-03,0.00E+00,1
7.04E-03,0.00E+00,1
1.22E-02,0.00E+00,1
2.82E-03,0.00E+00,1
8.21E-03,0.00E+00,1
7.23E-03,0.00E+00,1
1.56E-03,0.00E+00,1
5.74E-03,0.00E+00,1
9.56E-04,0.00E+00,1
1.65E-03,0.00E+00,1
1.75E-02,0.00E+00,1
6.96E-04,0.00E+00,1
1.51E-02,0.00E+00,1
5.55E-04,0.00E+00,1
1.52E-02,0.00E+00,1
2.32E-03,0.00E+00,1
7.30E-04,0.00E+00,1
1.40E-03,0.00E+00,1
6.49E-04,0.00E+00,1
6.63E-04,0.00E+00,1
5.87E-04,0.00E+00,1
6.66E-04,0.00E+00,1
2.52E-03,0.00E+00,1
1.16E-03,0.00E+00,1
7.59E-04,0.00E+00,1
6.82E-04,0.00E+00,1
1.02E-02,0.00E+00,1
1.04E-03,0.00E+00,1
3.00E-03,0.00E+00,1
6.71E-04,0.00E+00,1
6.02E-04,0.00E+00,1
1.51E-02,0.00E+00,1
5.57E-04,0.00E+00,1
6.54E-04,0.00E+00,1
1.22E-03,0.00E+00,1
1.96E-03,0.00E+00,1
9.36E-04,0.00E+00,1
1.76E-03,0.00E+00,1
9.57E-04,0.00E+00,1
6.77E-04,0.00E+00,1
3.11E-02,0.00E+00,1
2.43E-03,0.00E+00,1
7.64E-02,0.00E+00,1
1.15E-01,0.00E+00,1
9.48E-04,0.00E+00,1
7.75E-04,0.00E+00,1
7.61E-04,0.00E+00,1
6.51E-04,0.00E+00,1
1.06E-03,0.00E+00,1
5.98E-04,0.00E+00,1
9.71E-04,0.00E+00,1
1.40E-03,0.00E+00,1
6.51E-04,0.00E+00,1
7.42E-04,0.00E+00,1
7.59E-04,0.00E+00,1
6.88E-04,0.00E+00,1
6.83E-04,0.00E+00,1
7.03E-04,0.00E+00,1
7.62E-04,0.00E+00,1
6.72E-04,0.00E+00,1
6.27E-04,0.00E+00,1
6.29E-04,0.00E+00,1
6.01E-03,0.00E+00,1
7.95E-04,0.00E+00,1
7.28E-04,0.00E+00,1
3.54E-03,0.00E+00,1
6.89E-04,0.00E+00,1
2.03E-01,1.00E+00,1
5.46E-03,0.00E+00,1
7.42E-02,1.00E+00,1
5.59E-01,1.00E+00,1
1.61E-01,1.00E+00,1
6.82E-02,1.00E+00,1
1.10E-01,1.00E+00,1
9.94E-01,1.00E+00,1
1.13E-01,1.00E+00,1
1.84E-02,1.00E+00,1
9.44E-01,1.00E+00,1
2.36E-01,1.00E+00,1
6.36E-02,1.00E+00,1
6.96E-02,0.00E+00,1
3.08E-01,1.00E+00,1
4.41E-02,0.00E+00,1
2.16E-01,1.00E+00,1
1.40E-01,1.00E+00,1
3.04E-02,1.00E+00,1
3.17E-01,1.00E+00,1
8.25E-02,1.00E+00,1
8.55E-04,0.00E+00,1
9.45E-02,1.00E+00,1
2.85E-02,1.00E+00,1
7.44E-04,0.00E+00,1
8.61E-01,1.00E+00,1
9.67E-01,1.00E+00,1
9.98E-01,1.00E+00,1
7.70E-01,1.00E+00,1
5.86E-02,0.00E+00,1
9.32E-01,1.00E+00,1
9.57E-01,1.00E+00,1
9.85E-01,1.00E+00,1
3.42E-01,1.00E+00,1
1.45E-01,1.00E+00,1
9.96E-01,1.00E+00,1
1.36E-01,1.00E+00,1
7.17E-01,1.00E+00,1
7.76E-01,1.00E+00,1
5.66E-03,0.00E+00,1
9.92E-01,1.00E+00,1
1.53E-01,0.00E+00,1
5.72E-01,1.00E+00,1
7.61E-01,1.00E+00,1
4.79E-01,1.00E+00,1
9.66E-01,1.00E+00,1
4.45E-01,1.00E+00,1
8.32E-01,1.00E+00,1
1.84E-02,0.00E+00,1
3.83E-01,1.00E+00,1
9.88E-01,1.00E+00,1
4.83E-01,1.00E+00,1
2.34E-02,1.00E+00,1
3.15E-01,1.00E+00,1
1.49E-03,0.00E+00,1
9.09E-03,0.00E+00,1
6.36E-04,0.00E+00,1
8.56E-04,0.00E+00,1
1.43E-03,0.00E+00,1
7.07E-01,1.00E+00,1
6.06E-04,0.00E+00,1
5.85E-04,0.00E+00,1
5.96E-04,0.00E+00,1
6.28E-04,0.00E+00,1
6.34E-04,0.00E+00,1
6.62E-04,0.00E+00,1
1.38E-02,0.00E+00,1
1.90E-03,0.00E+00,1
6.55E-04,0.00E+00,1
7.11E-04,0.00E+00,1
1.49E-03,0.00E+00,1
2.07E-03,0.00E+00,1
1.14E-03,0.00E+00,1
2.13E-02,0.00E+00,1
2.18E-03,0.00E+00,1
6.05E-04,0.00E+00,1
5.72E-04,0.00E+00,1
3.58E-01,1.00E+00,1
7.32E-04,0.00E+00,1
3.12E-03,0.00E+00,1
9.46E-04,0.00E+00,1
6.45E-04,0.00E+00,1
7.61E-04,0.00E+00,1
5.93E-04,0.00E+00,1
6.77E-04,0.00E+00,1
8.22E-04,0.00E+00,1
8.20E-04,0.00E+00,1
6.46E-04,0.00E+00,1
2.42E-02,0.00E+00,1
4.49E-03,0.00E+00,1
6.16E-04,0.00E+00,1
3.14E-03,0.00E+00,1
5.46E-01,1.00E+00,1
3.28E-03,0.00E+00,1
1.33E-03,0.00E+00,1
1.76E-03,0.00E+00,1
4.08E-01,1.00E+00,1
6.34E-04,0.00E+00,1
1.23E-03,0.00E+00,1
7.06E-04,0.00E+00,1
3.49E-03,0.00E+00,1
1.06E-03,0.00E+00,1
1.51E-03,0.00E+00,1
9.42E-04,0.00E+00,1
3.57E-03,0.00E+00,1
7.46E-04,0.00E+00,1
6.14E-04,0.00E+00,1
1.56E-01,1.00E+00,1
6.17E-04,0.00E+00,1
2.44E-02,0.00E+00,1
1.29E-02,0.00E+00,1
1.92E-02,0.00E+00,1
1.77E-02,0.00E+00,1
1.44E-02,0.00E+00,1
1.91E-03,0.00E+00,1
2.92E-03,0.00E+00,1
6.46E-04,0.00E+00,1
1.20E-02,0.00E+00,1
1.27E-02,0.00E+00,1
3.87E-02,0.00E+00,1
1.62E-03,0.00E+00,1
2.75E-02,0.00E+00,1
1.79E-03,0.00E+00,1
1.83E-02,0.00E+00,1
3.23E-03,0.00E+00,1
1.96E-03,0.00E+00,1
4.48E-03,0.00E+00,1
2.22E-01,0.00E+00,1
5.75E-03,0.00E+00,1
1.77E-03,0.00E+00,1
1.66E-02,0.00E+00,1
1.41E-03,0.00E+00,1
7.71E-03,0.00E+00,1
2.75E-02,0.00E+00,1
1.32E-03,0.00E+00,1
6.86E-01,1.00E+00,1
3.29E-03,0.00E+00,1
8.04E-02,0.00E+00,1
1.60E-03,0.00E+00,1
7.26E-04,0.00E+00,1
4.07E-02,0.00E+00,1
8.72E-03,0.00E+00,1
1.75E-02,0.00E+00,1
8.39E-04,0.00E+00,1
8.29E-04,0.00E+00,1
2.21E-03,0.00E+00,1
1.94E-02,0.00E+00,1
1.55E-03,0.00E+00,1
1.12E-02,1.00E+00,1
5.02E-03,0.00E+00,1
1.59E-02,0.00E+00,1
1.78E-03,0.00E+00,1
1.27E-03,0.00E+00,1
8.33E-01,1.00E+00,1
1.65E-02,0.00E+00,1
3.46E-03,0.00E+00,1
1.71E-02,0.00E+00,1
1.23E-02,0.00E+00,1
1.84E-02,0.00E+00,1
3.06E-03,0.00E+00,1
1.48E-02,0.00E+00,1
6.28E-04,0.00E+00,1
2.17E-02,0.00E+00,1
1.43E-02,0.00E+00,1
2.58E-02,1.00E+00,1
6.70E-03,0.00E+00,1
1.52E-02,0.00E+00,1
2.12E-02,0.00E+00,1
3.02E-03,0.00E+00,1
1.03E-02,0.00E+00,1
2.25E-02,0.00E+00,1
1.47E-02,0.00E+00,1
2.66E-02,0.00E+00,1
1.75E-02,0.00E+00,1
7.86E-04,0.00E+00,1
2.39E-03,0.00E+00,1
6.63E-04,0.00E+00,1
1.39E-03,0.00E+00,1
7.13E-03,0.00E+00,1
1.29E-03,0.00E+00,1
2.60E-03,0.00E+00,1
6.69E-04,0.00E+00,1
8.28E-04,0.00E+00,1
1.89E-02,0.00E+00,1
5.21E-03,0.00E+00,1
1.52E-03,0.00E+00,1
2.85E-03,0.00E+00,1
1.51E-03,0.00E+00,1
1.65E-02,0.00E+00,1
2.48E-02,1.00E+00,1
2.32E-03,0.00E+00,1
8.13E-03,0.00E+00,1
6.99E-03,0.00E+00,1
5.96E-04,0.00E+00,1
1.87E-02,0.00E+00,1
1.18E-02,0.00E+00,1
2.21E-01,0.00E+00,1
6.44E-04,0.00E+00,1
5.41E-03,0.00E+00,1
1.30E-03,0.00E+00,1
2.07E-02,1.00E+00,1
6.56E-03,0.00E+00,1
5.33E-03,0.00E+00,1
6.53E-04,0.00E+00,1
1.58E-02,0.00E+00,1
6.04E-03,0.00E+00,1
3.24E-03,0.00E+00,1
6.01E-04,0.00E+00,1
7.86E-04,0.00E+00,1
7.06E-04,0.00E+00,1
3.68E-03,0.00E+00,1
6.29E-04,0.00E+00,1
6.45E-04,0.00E+00,1
2.94E-03,0.00E+00,1
2.42E-03,0.00E+00,1
2.98E-03,0.00E+00,1
1.50E-01,0.00E+00,1
7.35E-03,0.00E+00,1
2.66E-03,0.00E+00,1
3.89E-03,0.00E+00,1
8.30E-04,0.00E+00,1
2.11E-02,0.00E+00,1
6.83E-04,0.00E+00,1
6.36E-04,0.00E+00,1
6.29E-04,0.00E+00,1
6.11E-04,0.00E+00,1
6.41E-03,1.00E+00,1
6.32E-03,0.00E+00,1
1.96E-03,1.00E+00,1
2.56E-03,0.00E+00,1
3.13E-01,0.00E+00,1
1.95E-02,0.00E+00,1
6.23E-04,0.00E+00,1
1.57E-03,0.00E+00,1
5.25E-03,0.00E+00,1
5.10E-03,1.00E+00,1
4.19E-01,1.00E+00,1
6.91E-04,0.00E+00,1
1.39E-03,0.00E+00,1
6.34E-03,0.00E+00,1
7.63E-04,0.00E+00,1
5.79E-04,0.00E+00,1
5.75E-04,0.00E+00,1
1.23E-03,0.00E+00,1
5.77E-04,0.00E+00,1
6.24E-04,0.00E+00,1
6.44E-04,0.00E+00,1
5.57E-01,1.00E+00,1
6.48E-04,0.00E+00,1
5.87E-04,0.00E+00,1
5.68E-04,0.00E+00,1
6.18E-04,0.00E+00,1
5.18E-03,0.00E+00,1
1.09E-03,0.00E+00,1
2.08E-03,0.00E+00,1
6.01E-04,0.00E+00,1
3.61E-03,0.00E+00,1
5.98E-04,0.00E+00,1
6.53E-04,0.00E+00,1
5.82E-03,0.00E+00,1
1.23E-01,1.00E+00,1
9.47E-03,0.00E+00,1
9.55E-01,1.00E+00,1
1.21E-02,0.00E+00,1
5.91E-01,1.00E+00,1
4.08E-01,1.00E+00,1
1.77E-01,1.00E+00,1
4.08E-01,1.00E+00,1
8.31E-01,1.00E+00,1
1.89E-01,1.00E+00,1
5.16E-01,1.00E+00,1
8.90E-01,1.00E+00,1
9.55E-01,1.00E+00,1
